employee_id,first_name,last_name,salary,hire_date,department_id,manager_id
115,Justin,Maldonado,41476.62,2019-12-23,31,31.0
116,Kevin,Black,71803.4,2025-08-11,17,32.0
117,Katrina,Roach,108727.74,2022-09-07,38,108.0
118,Alexis,Miller,33262.62,2016-09-23,48,100.0
119,Mark,Banks,119586.28,2022-01-09,19,87.0
120,Angela,Johnson,38030.39,2018-09-02,43,44.0
121,Allen,Lucas,92942.36,2022-02-07,37,15.0
122,Amanda,James,117842.6,2021-05-24,45,19.0
123,Tara,Cortez,86154.21,2018-04-17,46,24.0
124,Jessica,Fletcher,57355.46,2022-02-17,10,86.0
125,Nathaniel,Robertson,98785.62,2018-01-24,39,40.0
126,Michelle,Elliott,116659.27,2017-11-13,16,
127,Christopher,Cole,84588.26,2025-03-26,31,25.0
128,Rachel,Fischer,98966.56,2023-11-11,16,28.0
129,Jon,Mcbride,72889.37,2024-01-20,30,
130,Melissa,Garrett,68902.54,2023-01-26,20,51.0
131,Jerry,Adams,63605.9,2023-06-10,33,39.0
132,Beverly,Kennedy,114082.13,2016-09-17,40,115.0
133,Tammy,Harris,60829.65,2022-09-06,37,125.0
134,Timothy,Krause,40884.51,2024-01-20,22,11.0
135,David,Mcgee,49689.01,2020-03-11,41,70.0
136,James,Nelson,39885.74,2022-08-14,35,53.0
137,Cody,Butler,100899.53,2020-12-03,13,41.0
138,Meghan,Walsh,81049.71,2025-01-23,43,55.0
139,Marilyn,Wilkinson,99110.72,2020-12-01,49,134.0
140,Robert,Woods,50410.0,2016-11-08,21,29.0
141,Cristian,Robinson,58726.82,2021-09-06,49,138.0
142,Rachel,Gilbert,53372.16,2022-01-26,33,76.0
143,Ray,Lawson,102925.88,2020-01-03,9,61.0
144,Maureen,Chapman,87778.64,2024-11-17,11,106.0
145,Colleen,Villarreal,114913.15,2016-01-08,49,29.0
146,Henry,Parker,36849.4,2022-07-11,16,138.0
147,Steve,Shaw,103579.48,2025-02-07,40,19.0
148,Tiffany,Gonzalez,114876.07,2022-10-26,34,109.0
149,Kristen,Martin,117084.32,2023-01-26,28,88.0
150,Joshua,Robinson,95389.56,2023-08-19,45,
151,Joan,Preston,78610.09,2025-02-26,34,35.0
152,Carlos,Lutz,66144.83,2024-03-16,4,120.0
153,Samantha,Ramirez,91638.12,2023-09-12,7,27.0
154,Margaret,Bowman,89725.23,2020-09-05,4,120.0
155,Michael,Wright,99226.84,2017-09-30,33,135.0
156,Joseph,Garrett,86616.65,2022-11-14,26,48.0
157,Derrick,Cook,88891.02,2021-12-08,5,128.0
158,Tyler,Rodriguez,88700.69,2015-09-15,19,108.0
159,Leonard,Thomas,79100.56,2020-07-03,1,38.0
160,Jeremy,Green,31315.66,2023-10-13,13,10.0
161,Cathy,Roy,107254.3,2023-10-29,4,103.0
162,Jennifer,Watkins,33111.89,2022-04-22,31,9.0
163,Cynthia,Johnson,67193.02,2021-03-20,39,113.0
164,Henry,Austin,93379.86,2023-03-15,25,114.0
165,Kyle,Pennington,67127.26,2022-07-23,48,153.0
166,Matthew,Jones,73590.92,2015-10-21,28,52.0
167,Cesar,Davidson,35087.12,2024-03-20,50,40.0
168,James,Smith,110860.39,2016-06-18,2,24.0
169,Jessica,Shaw,51858.49,2018-02-02,2,36.0
170,Joshua,Kim,67276.93,2022-10-08,25,24.0
171,Elizabeth,Ramirez,86442.08,2020-06-03,15,137.0
172,Nicole,Nelson,48761.64,2019-11-19,12,166.0
173,Jesse,Garcia,51972.49,2023-01-26,5,17.0
174,Brent,Hill,79922.25,2015-11-09,43,25.0
175,April,Park,74444.92,2019-10-11,2,77.0
176,Alex,Terrell,35932.13,2016-01-31,36,48.0
177,Andrew,Jones,113522.69,2020-10-02,31,30.0
178,Bryce,Klein,50595.19,2021-05-15,25,100.0
179,Tracey,Phillips,114647.99,2025-05-24,20,91.0
180,Crystal,Clark,113720.93,2025-07-23,6,130.0
181,Christine,Nelson,84540.83,2021-12-13,14,106.0
182,Nancy,Thompson,42524.21,2019-01-16,33,27.0
183,Danielle,Alexander,118102.25,2024-07-23,43,9.0
184,Gary,Walker,87216.53,2017-01-30,13,123.0
185,Sara,Baker,94529.51,2016-12-31,44,47.0
186,Benjamin,Bright,112967.15,2025-02-20,29,40.0
187,Jaime,Bray,119078.61,2018-03-01,10,170.0
188,Andrea,Thomas,71500.43,2023-04-02,39,29.0
189,Jennifer,Schwartz,114741.81,2016-07-02,1,164.0
190,Michael,Kemp,96616.25,2025-03-29,17,156.0
191,Bruce,Henderson,78807.11,2022-03-29,41,114.0
192,Cheyenne,Leonard,56159.64,2015-12-07,29,39.0
193,Betty,Becker,40396.46,2019-12-14,40,135.0
194,Rodney,Fitzgerald,68416.75,2016-11-19,11,151.0
195,Dakota,Buck,55069.75,2020-03-24,33,62.0
196,April,Holloway,47610.44,2018-08-27,34,153.0
197,Barbara,Duarte,88892.64,2023-12-29,35,126.0
198,Sherry,Carpenter,96886.52,2023-08-10,24,119.0
199,Peter,Mccarthy,44048.83,2022-09-03,38,178.0
200,Barbara,Sanchez,119971.28,2018-06-15,45,162.0
201,Leon,Scott,109412.92,2024-03-09,33,36.0
202,Morgan,Moore,101446.79,2018-09-25,9,2.0
203,Kimberly,Vargas,31030.35,2018-10-02,17,126.0
204,William,Nixon,57224.96,2016-10-17,14,82.0
205,Michael,Boyer,32830.02,2019-11-16,1,185.0
206,Anthony,Schmidt,53244.57,2020-04-10,6,66.0
207,Christian,Peterson,34181.9,2022-09-24,30,85.0
208,Kim,Ortiz,32531.94,2016-02-11,47,187.0
209,Sharon,Klein,75948.02,2019-06-14,17,32.0
210,Karen,Garcia,97811.69,2020-04-05,3,99.0
211,Steven,Gray,85075.25,2016-09-08,32,3.0
212,Lindsay,Dean,46170.46,2021-12-16,35,19.0
213,Rachel,Mckinney,107427.36,2024-10-02,36,160.0
214,Aaron,Carroll,112058.86,2022-11-11,42,146.0
215,Katie,Hopkins,77500.67,2019-01-17,40,166.0
216,Patricia,Pena,91443.91,2018-05-24,29,27.0
217,Lauren,Fuller,84929.55,2019-06-23,40,52.0
218,David,Robinson,80189.86,2020-03-15,23,208.0
219,Alexandra,Wilson,74591.76,2019-11-20,2,45.0
220,Sarah,Middleton,62804.61,2022-05-07,29,211.0
221,Jeremiah,Hodges,33632.38,2017-09-11,16,3.0
222,Corey,Costa,31675.77,2018-02-14,47,99.0
223,Brett,Hill,85419.46,2025-04-19,14,42.0
224,Jason,Edwards,70344.06,2025-07-26,14,139.0
225,Tiffany,Stone,45456.17,2016-03-04,37,162.0
226,Fred,Johnson,70350.46,2018-11-29,49,194.0
227,Jeffrey,Smith,119704.18,2025-06-16,46,108.0
228,Michael,Fleming,88302.24,2017-09-04,42,58.0
229,Dennis,Gordon,116173.07,2023-07-01,14,41.0
230,Barbara,Vasquez,118795.33,2023-12-07,30,96.0
231,Tommy,Williams,50828.18,2017-08-14,42,30.0
232,Elaine,Martinez,101182.45,2017-01-11,24,42.0
233,Amy,Robinson,113927.17,2021-06-10,22,229.0
234,Kathleen,Alexander,104315.24,2024-01-08,12,91.0
235,Chase,Fox,49925.52,2022-08-02,39,126.0
236,Michael,Mcdonald,61903.1,2018-04-25,7,169.0
237,Micheal,Rasmussen,118126.1,2017-10-14,9,31.0
238,Amber,Hendrix,104087.49,2022-05-03,25,189.0
239,Elizabeth,Montgomery,106165.93,2020-07-23,42,19.0
240,Richard,Smith,114025.81,2017-05-28,15,12.0
241,Anne,Jenkins,54981.16,2016-12-03,21,236.0
242,Wanda,Mcclain,36024.66,2023-09-06,5,91.0
243,Luke,Edwards,97165.65,2024-09-06,48,233.0
244,Shelley,Gordon,67100.98,2021-08-01,25,71.0
245,Angela,Mccoy,80433.64,2023-04-17,36,97.0
246,Carrie,Cline,80936.92,2023-09-14,8,62.0
247,Catherine,Tyler,53153.18,2024-09-16,12,101.0
248,Jacob,Huynh,98306.57,2022-12-20,4,49.0
249,Phyllis,Navarro,35341.99,2024-04-19,50,136.0
250,Kyle,Wilson,97668.42,2021-10-14,8,211.0
251,Nicholas,Bass,65822.99,2021-12-18,22,174.0
252,Rebecca,Stokes,56403.68,2023-10-22,16,167.0
253,Kimberly,Grimes,113033.08,2020-01-24,50,62.0
254,Mark,Villegas,66513.68,2017-06-18,26,247.0
255,Lisa,Hunt,94324.16,2021-02-25,11,75.0
256,Matthew,Benson,110507.76,2024-08-21,4,74.0
257,Cassandra,Castillo,94958.02,2016-08-24,5,120.0
258,Danny,Peterson,34513.66,2018-02-16,36,195.0
259,Ashley,Townsend,37006.74,2024-04-07,30,205.0
260,Heather,Lloyd,45400.07,2019-01-09,19,84.0
261,Christine,Gonzales,116477.84,2017-06-03,4,63.0
262,Thomas,Jensen,70602.0,2022-03-29,22,137.0
263,Joseph,Harmon,105416.27,2020-03-21,26,74.0
264,Anthony,Duran,96479.0,2020-09-27,25,76.0
265,Cassandra,Morton,106093.4,2025-08-25,6,239.0
266,Rodney,Abbott,32500.06,2025-03-21,13,13.0
267,Sherri,Johnson,97189.55,2016-03-02,50,99.0
268,Kristina,Christensen,72378.98,2020-09-08,26,118.0
269,John,Stewart,58129.29,2015-12-11,33,228.0
270,Deborah,Hill,103822.47,2017-04-02,47,69.0
271,Melissa,Savage,84119.21,2025-05-06,35,14.0
272,Andrew,Benson,68721.96,2021-05-21,43,167.0
273,Katherine,Figueroa,35505.77,2018-02-10,20,176.0
274,Patrick,Chen,70553.55,2025-06-23,40,208.0
275,Jaime,Hayes,43187.93,2023-04-29,2,263.0
276,Melissa,Hunt,109297.19,2019-10-24,1,168.0
277,Daniel,Lee,74287.34,2019-04-13,18,71.0
278,Jeremy,Morgan,105278.26,2018-01-28,31,116.0
279,Joyce,Sanchez,34565.43,2023-05-01,13,249.0
280,Samantha,Kaiser,52634.06,2016-07-13,4,189.0
281,Mario,Ramirez,117620.45,2023-05-30,49,17.0
282,Jeremy,Page,84783.8,2022-12-06,12,132.0
283,Cody,Mccall,72008.71,2016-04-22,28,94.0
284,Michelle,Medina,44697.3,2018-12-11,40,21.0
285,Kari,Patton,85490.21,2020-12-11,31,56.0
286,Thomas,Hamilton,80710.4,2025-07-26,21,90.0
287,Tracy,Bautista,40257.64,2022-04-23,46,10.0
288,Angela,Smith,101619.9,2017-06-26,39,20.0
289,Joy,Brown,32869.95,2023-04-17,13,10.0
290,Melissa,Cross,107786.43,2016-10-12,42,285.0
291,Deborah,Suarez,57189.66,2019-12-20,48,167.0
292,Jennifer,Deleon,62095.86,2018-02-22,12,1.0
293,Laura,Morris,53673.38,2016-10-28,16,195.0
294,Suzanne,Matthews,96464.54,2023-04-12,37,99.0
295,Lee,Huffman,58929.74,2016-10-27,8,160.0
296,Jessica,Gutierrez,113412.6,2018-10-09,48,103.0
297,Kendra,Stone,30984.69,2016-04-23,29,124.0
298,Elizabeth,Davenport,108477.67,2018-06-02,32,5.0
299,Kenneth,Moore,44715.91,2017-08-20,30,99.0
300,Rose,Hunter,66831.39,2023-09-24,10,284.0
301,Linda,Jackson,90638.46,2016-02-14,21,211.0
302,Leah,Reed,90009.06,2024-06-14,47,120.0
303,Sandra,Herman,105752.88,2015-11-21,36,98.0
304,Raymond,Bishop,116316.42,2022-12-04,33,137.0
305,Cody,Walters,92393.73,2023-08-25,32,207.0
306,Anthony,Sanchez,119169.87,2018-10-08,38,111.0
307,Barbara,May,94653.64,2021-02-18,11,217.0
308,Gerald,Washington,86926.28,2020-12-21,20,140.0
309,Laura,Smith,59167.66,2020-01-07,35,5.0
310,Catherine,Dennis,55346.55,2016-08-10,19,189.0
311,Melissa,Lopez,87893.93,2017-11-30,50,284.0
312,Hector,Baird,64079.08,2023-03-10,1,233.0
313,Theresa,Cherry,60463.43,2025-01-30,16,178.0
314,Maria,Butler,98454.36,2016-05-06,38,219.0
315,Anna,Fleming,31401.93,2019-01-14,35,177.0
316,Courtney,Mitchell,105650.48,2017-08-18,37,308.0
317,Kellie,Martinez,30143.95,2020-09-13,50,48.0
318,Michael,White,111879.0,2018-06-21,5,31.0
319,Matthew,Mason,110487.66,2016-08-19,1,297.0
320,David,Day,87605.36,2020-10-05,36,175.0
321,Isaac,Clay,111272.07,2016-05-31,41,15.0
322,Jim,Hernandez,97838.26,2017-05-14,21,1.0
323,Brandon,Ramirez,64163.4,2017-12-21,13,26.0
324,Hannah,Prince,87507.52,2021-04-10,11,4.0
325,Kristina,Terry,104428.64,2017-12-07,37,279.0
326,Michele,Hudson,105661.67,2021-04-05,31,264.0
327,David,Page,65545.22,2021-01-14,50,82.0
328,Tracy,Turner,81326.99,2022-07-02,46,287.0
329,Lawrence,Jordan,68017.08,2024-07-02,37,110.0
330,Lauren,Chandler,104735.46,2019-05-11,41,321.0
331,Sherry,Brown,99354.33,2021-01-07,24,151.0
332,Lindsey,Anderson,93712.36,2019-08-22,14,51.0
333,Rebecca,Cook,65545.52,2024-04-13,49,11.0
334,Michael,Brooks,76530.78,2023-05-19,24,217.0
335,Matthew,Torres,90423.58,2018-05-17,31,217.0
336,Jason,Pierce,99108.87,2018-03-31,29,193.0
337,Karla,Perez,119242.11,2017-10-29,38,188.0
338,Laura,Zhang,46468.84,2018-02-04,26,156.0
339,Dana,Mckee,95325.31,2025-06-21,34,179.0
340,Lynn,Bishop,90761.61,2021-01-27,38,29.0
341,Lindsey,Kim,52309.99,2015-11-05,31,127.0
342,Scott,Jones,91787.24,2021-09-20,14,340.0
343,Melanie,Vargas,75541.73,2022-09-19,6,206.0
344,Rachel,Kennedy,63029.22,2022-10-09,32,26.0
345,Amanda,Smith,42281.71,2016-09-09,35,169.0
346,Nicole,Hopkins,72094.47,2017-12-05,1,206.0
347,Jamie,Hess,114339.35,2020-01-17,9,248.0
348,Eric,Campbell,76505.17,2023-10-25,49,137.0
349,Nicole,Cole,30753.9,2021-11-16,39,59.0
350,Hunter,Medina,98157.03,2022-11-01,34,279.0
351,Ronald,Burton,112613.27,2023-01-31,14,165.0
352,Jessica,Ramos,65331.38,2019-09-09,49,159.0
353,Laura,Smith,85337.57,2019-05-22,24,19.0
354,Brittany,Cuevas,56491.12,2019-05-13,17,331.0
355,Bradley,Valencia,75547.53,2022-10-12,30,161.0
356,Derrick,Patel,48406.14,2016-07-17,20,348.0
357,Andrew,Simmons,81663.49,2019-01-22,23,71.0
358,Kristopher,Clark,51698.76,2019-08-14,46,347.0
359,Mary,Hopkins,58058.52,2023-11-18,31,45.0
360,Valerie,Carter,82917.87,2024-01-30,30,115.0
361,Heather,Guzman,64443.87,2018-03-01,29,347.0
362,Nicole,Mann,86553.69,2019-03-06,8,18.0
363,Michelle,Gallegos,40243.25,2018-05-11,17,319.0
364,Caroline,Martin,88311.87,2021-06-10,36,268.0
365,Linda,Cook,116271.46,2023-09-12,5,317.0
366,Christina,White,93240.44,2016-06-22,49,6.0
367,Oscar,Hernandez,63166.43,2021-06-16,37,211.0
368,Erika,Tran,117345.83,2021-03-19,9,29.0
369,Gregory,Russell,115307.35,2021-07-22,47,118.0
370,Ryan,Lamb,30428.15,2018-08-10,50,83.0
371,Sherri,Hansen,40242.06,2017-09-01,21,93.0
372,Matthew,Figueroa,89427.86,2019-10-06,46,216.0
373,Kristen,Hendrix,90517.56,2016-09-07,43,138.0
374,Amanda,Carrillo,67505.16,2024-04-26,46,225.0
375,Beth,Jordan,113422.89,2024-08-31,21,273.0
376,Christina,Hernandez,37113.47,2020-08-14,14,54.0
377,John,Thomas,85899.93,2017-11-07,32,172.0
378,Suzanne,Torres,117065.24,2015-11-20,20,89.0
379,Renee,Hays,41899.63,2023-02-11,27,13.0
380,Kelly,Christensen,59943.63,2022-09-17,17,183.0
381,Timothy,Cameron,81245.54,2018-05-13,6,190.0
382,Timothy,Nunez,69192.1,2018-03-15,8,111.0
383,Krystal,Mckinney,105505.67,2016-08-09,18,278.0
384,Dana,Hudson,47010.61,2023-11-13,48,357.0
385,Eddie,Good,97004.99,2015-10-23,43,124.0
386,Jill,Osborn,97564.5,2019-03-20,39,11.0
387,Leslie,Richardson,67144.23,2021-10-22,15,156.0
388,Holly,Park,92514.71,2021-05-02,6,277.0
389,Brandon,Price,97110.6,2025-03-27,30,317.0
390,Luke,Lyons,69175.67,2018-05-13,39,332.0
391,Jennifer,Gutierrez,112837.26,2023-01-26,33,247.0
392,Wayne,Mora,30057.12,2024-11-26,18,25.0
393,Kenneth,Miller,57870.24,2021-07-15,6,78.0
394,Jacob,Brandt,49955.91,2016-10-11,2,246.0
395,Seth,Mckinney,32442.33,2017-12-19,48,134.0
396,Shelia,Rodriguez,117118.41,2025-01-05,37,261.0
397,Stephanie,Lee,100304.94,2024-03-04,16,269.0
398,Ashley,Morgan,78503.66,2020-02-15,2,101.0
399,Michael,Maxwell,91396.16,2016-06-06,27,325.0
400,Erin,Harris,69343.02,2020-03-11,46,64.0
401,Aaron,Smith,62082.39,2016-10-02,28,263.0
402,Marie,Jordan,92193.44,2021-06-07,32,90.0
403,Erin,Booker,66652.02,2025-05-14,32,354.0
404,Tammy,Sloan,98555.29,2020-10-27,16,126.0
405,Kenneth,Goodman,39090.18,2023-09-14,47,334.0
406,Jeffrey,Rice,97125.65,2016-02-28,47,70.0
407,Aaron,Alexander,94702.75,2018-04-10,30,311.0
408,David,Vargas,94788.0,2016-05-20,24,26.0
409,Ann,Blackburn,115875.94,2020-12-18,24,204.0
410,Derrick,Sanchez,92040.1,2018-06-11,21,310.0
411,Melissa,Herring,35885.72,2022-12-29,24,66.0
412,Steven,Davis,65515.01,2016-08-25,34,128.0
413,Juan,Gregory,117730.49,2018-11-27,5,164.0
414,Juan,Holt,114810.47,2016-05-26,32,140.0
415,Amanda,Nguyen,104979.85,2016-01-06,42,92.0
416,Sandra,Dominguez,50079.85,2021-03-15,2,165.0
417,Alex,Martinez,94126.95,2018-03-22,13,59.0
418,Matthew,Mitchell,71814.58,2017-06-05,27,359.0
419,Christian,Cross,57235.28,2023-08-24,9,302.0
420,Lisa,Parker,118752.5,2022-12-24,36,204.0
421,Kristina,Lee,53893.06,2023-05-23,6,390.0
422,Karen,Carlson,35646.55,2023-07-07,31,149.0
423,Eric,Brown,49384.83,2017-12-16,27,405.0
424,Alisha,Lee,69397.93,2020-04-11,7,194.0
425,Maria,Silva,32343.54,2025-08-07,44,407.0
426,Stacey,Butler,47978.4,2019-10-14,8,19.0
427,Mary,Johnston,45253.04,2021-05-17,29,12.0
428,Nicole,Sanchez,76084.01,2024-11-25,42,394.0
429,Gregory,Higgins,79716.8,2017-06-06,29,195.0
430,Melissa,Williams,108054.82,2019-04-26,3,382.0
431,Kelly,Martin,102584.07,2018-07-10,28,331.0
432,Adam,Jones,46059.95,2017-03-27,47,244.0
433,Nancy,Pittman,50407.1,2018-02-27,27,290.0
434,Rhonda,Gray,47425.32,2021-01-10,16,170.0
435,Robert,Yu,32573.41,2016-12-31,31,75.0
436,Joshua,Reyes,51095.75,2017-02-14,43,50.0
437,Michelle,Cook,36826.69,2024-10-28,33,232.0
438,Beth,Fuentes,40534.19,2020-11-18,5,205.0
439,James,Murphy,88443.08,2020-07-05,11,86.0
440,Christine,Campbell,118259.24,2023-08-26,4,389.0
441,Amanda,Duffy,107000.17,2023-10-29,38,190.0
442,Hannah,Dixon,45880.3,2021-11-27,8,164.0
443,Jonathan,Fleming,52418.41,2017-08-22,20,435.0
444,Tammy,Rivera,96097.92,2018-09-21,35,407.0
445,Maria,Jones,49471.49,2022-12-29,47,295.0
446,April,Hays,98845.09,2025-03-11,8,51.0
447,Gavin,Bates,71554.46,2023-04-13,17,123.0
448,Jeffrey,Williams,39824.55,2020-04-18,18,230.0
449,April,Atkins,91070.09,2023-01-19,19,12.0
450,Julie,Huynh,100389.64,2016-11-25,37,112.0
451,Julie,Carpenter,85786.35,2018-08-25,45,234.0
452,Julie,Dunlap,113765.31,2023-07-21,23,199.0
453,Jacob,Knight,33481.72,2024-06-17,27,356.0
454,Whitney,Powell,111218.37,2015-10-29,37,265.0
455,Glenn,Ross,83608.99,2018-05-13,37,433.0
456,Cindy,Simon,56108.86,2017-05-19,33,450.0
457,Martha,Thomas,48598.59,2021-11-15,4,73.0
458,Sandra,Taylor,35498.64,2020-05-16,4,323.0
459,Julie,Fox,108635.37,2024-04-22,11,417.0
460,Tony,Bailey,95455.15,2024-01-01,34,454.0
461,Lisa,Dunn,105890.37,2021-08-08,25,210.0
462,Julia,Ramirez,53068.56,2024-02-22,11,427.0
463,Shelly,Carpenter,63982.69,2024-08-05,46,250.0
464,Erik,Davis,55256.18,2017-11-13,8,8.0
465,Ralph,Young,77120.12,2021-02-12,38,419.0
466,William,Smith,74580.07,2018-02-15,17,61.0
467,John,Chandler,88246.57,2018-11-03,40,268.0
468,Jacob,Anderson,59487.86,2024-01-31,32,216.0
469,Catherine,Martinez,115620.13,2023-11-26,8,22.0
470,Emily,Wang,33805.82,2019-06-15,32,177.0
471,Nicholas,Willis,104676.9,2017-04-20,18,379.0
472,Kevin,Hicks,79234.24,2016-12-15,31,368.0
473,Steven,Calderon,30029.11,2017-02-14,44,371.0
474,Sarah,Evans,33552.71,2016-01-03,41,334.0
